,created_on,operation,property_type,place_with_parent_names,lat-lon,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,rooms,properati_url,comuna,barrio_cod,rooms_mean,operation_sell,place_with_parent_names_|Argentina|Capital Federal|,place_with_parent_names_|Argentina|Capital Federal|Abasto|,place_with_parent_names_|Argentina|Capital Federal|Agronomía|,place_with_parent_names_|Argentina|Capital Federal|Almagro|,place_with_parent_names_|Argentina|Capital Federal|Balvanera|,place_with_parent_names_|Argentina|Capital Federal|Barracas|,place_with_parent_names_|Argentina|Capital Federal|Barrio Norte|,place_with_parent_names_|Argentina|Capital Federal|Belgrano|,place_with_parent_names_|Argentina|Capital Federal|Boca|,place_with_parent_names_|Argentina|Capital Federal|Boedo|,place_with_parent_names_|Argentina|Capital Federal|Caballito|,place_with_parent_names_|Argentina|Capital Federal|Catalinas|,place_with_parent_names_|Argentina|Capital Federal|Centro / Microcentro|,place_with_parent_names_|Argentina|Capital Federal|Chacarita|,place_with_parent_names_|Argentina|Capital Federal|Coghlan|,place_with_parent_names_|Argentina|Capital Federal|Colegiales|,place_with_parent_names_|Argentina|Capital Federal|Congreso|,place_with_parent_names_|Argentina|Capital Federal|Constitución|,place_with_parent_names_|Argentina|Capital Federal|Floresta|,place_with_parent_names_|Argentina|Capital Federal|Flores|,place_with_parent_names_|Argentina|Capital Federal|Las Cañitas|,place_with_parent_names_|Argentina|Capital Federal|Liniers|,place_with_parent_names_|Argentina|Capital Federal|Mataderos|,place_with_parent_names_|Argentina|Capital Federal|Monserrat|,place_with_parent_names_|Argentina|Capital Federal|Monte Castro|,place_with_parent_names_|Argentina|Capital Federal|Nuñez|,place_with_parent_names_|Argentina|Capital Federal|Once|,place_with_parent_names_|Argentina|Capital Federal|Palermo|,place_with_parent_names_|Argentina|Capital Federal|Palermo|Palermo Chico|,place_with_parent_names_|Argentina|Capital Federal|Palermo|Palermo Hollywood|,place_with_parent_names_|Argentina|Capital Federal|Palermo|Palermo Soho|,place_with_parent_names_|Argentina|Capital Federal|Palermo|Palermo Viejo|,place_with_parent_names_|Argentina|Capital Federal|Parque Avellaneda|,place_with_parent_names_|Argentina|Capital Federal|Parque Centenario|,place_with_parent_names_|Argentina|Capital Federal|Parque Chacabuco|,place_with_parent_names_|Argentina|Capital Federal|Parque Chas|,place_with_parent_names_|Argentina|Capital Federal|Parque Patricios|,place_with_parent_names_|Argentina|Capital Federal|Paternal|,place_with_parent_names_|Argentina|Capital Federal|Pompeya|,place_with_parent_names_|Argentina|Capital Federal|Puerto Madero|,place_with_parent_names_|Argentina|Capital Federal|Recoleta|,place_with_parent_names_|Argentina|Capital Federal|Retiro|,place_with_parent_names_|Argentina|Capital Federal|Saavedra|,place_with_parent_names_|Argentina|Capital Federal|San Cristobal|,place_with_parent_names_|Argentina|Capital Federal|San Nicolás|,place_with_parent_names_|Argentina|Capital Federal|San Telmo|,place_with_parent_names_|Argentina|Capital Federal|Tribunales|,place_with_parent_names_|Argentina|Capital Federal|Velez Sarsfield|,place_with_parent_names_|Argentina|Capital Federal|Versalles|,place_with_parent_names_|Argentina|Capital Federal|Villa Crespo|,place_with_parent_names_|Argentina|Capital Federal|Villa Devoto|,place_with_parent_names_|Argentina|Capital Federal|Villa General Mitre|,place_with_parent_names_|Argentina|Capital Federal|Villa Lugano|,place_with_parent_names_|Argentina|Capital Federal|Villa Luro|,place_with_parent_names_|Argentina|Capital Federal|Villa Ortuzar|,place_with_parent_names_|Argentina|Capital Federal|Villa Pueyrredón|,place_with_parent_names_|Argentina|Capital Federal|Villa Real|,place_with_parent_names_|Argentina|Capital Federal|Villa Santa Rita|,place_with_parent_names_|Argentina|Capital Federal|Villa Urquiza|,place_with_parent_names_|Argentina|Capital Federal|Villa del Parque|,price_m2
17639,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.603845078,-58.4607704909",-34.603845078,-58.4607704909,122000.0,52.0,47.0,2346.153846153846,2.0,https://www.properati.com.ar/1fnm5_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_efj,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346.153846153846
17640,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.5958969,-58.4715637",-34.5958969,-58.4715637,121800.0,51.0,46.0,2388.2352941176473,2.0,https://www.properati.com.ar/1fnm6_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_efj,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388.235294117647
17641,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.5958969,-58.4715637",-34.5958969,-58.4715637,89300.0,35.0,31.0,2551.428571428572,1.0,https://www.properati.com.ar/1fnm9_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_efj,15.0,25,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551.4285714285716
17642,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6037744309,-58.4607704909",-34.6037744309,-58.4607704909,83100.0,33.0,29.0,2518.181818181818,1.0,https://www.properati.com.ar/1fnmc_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_efh,15.0,25,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518.181818181818
17643,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.603845078,-58.4607061179",-34.603845078,-58.4607061179,126600.0,51.0,46.0,2482.3529411764707,2.0,https://www.properati.com.ar/1fnmf_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_efg,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482.3529411764707
17644,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6038097544,-58.4607061179",-34.603809754400004,-58.4607061179,125700.0,52.0,47.0,2417.3076923076924,2.0,https://www.properati.com.ar/1fnmp_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_efg,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417.3076923076924
17645,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6037920926,-58.4607919486",-34.6037920926,-58.4607919486,128400.0,53.0,48.0,2422.6415094339623,2.0,https://www.properati.com.ar/1fnmr_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_efh,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422.6415094339623
17646,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6038804015,-58.4608134063",-34.6038804015,-58.4608134063,130100.0,53.0,48.0,2454.7169811320755,2.0,https://www.properati.com.ar/1fnmt_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_eq3,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2454.7169811320755
17647,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6038804015,-58.4608134063",-34.6038804015,-58.4608134063,129800.0,51.0,46.0,2545.098039215686,2.0,https://www.properati.com.ar/1fnmw_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_g7h,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545.098039215686
17648,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.603845078,-58.4607704909",-34.603845078,-58.4607704909,95200.0,35.0,31.0,2720.0,1.0,https://www.properati.com.ar/1fnmx_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_g7h,15.0,25,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2720.0
17649,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6038097544,-58.4607704909",-34.603809754400004,-58.4607704909,131700.0,52.0,47.0,2532.692307692308,2.0,https://www.properati.com.ar/1fnmz_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_eff,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532.6923076923076
17650,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6037391073,-58.4607919486",-34.6037391073,-58.4607919486,129000.0,52.0,47.0,2480.769230769231,2.0,https://www.properati.com.ar/1fnn2_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_rico-alcazar,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480.769230769231
17651,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6038097544,-58.4607490333",-34.603809754400004,-58.4607490333,89000.0,33.0,29.0,2696.969696969697,1.0,https://www.properati.com.ar/1fnn7_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_rico-alcazar,15.0,25,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2696.969696969697
17652,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6038097544,-58.4608348639",-34.603809754400004,-58.460834863900004,131700.0,53.0,48.0,2484.9056603773583,2.0,https://www.properati.com.ar/1fnn9_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_efh,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484.9056603773583
17653,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.603845078,-58.4607061179",-34.603845078,-58.4607061179,161400.0,62.0,36.0,2603.2258064516127,2.0,https://www.properati.com.ar/1fnnd_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_eff,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2603.2258064516127
17654,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6038627397,-58.4607919486",-34.6038627397,-58.4607919486,130600.0,52.0,47.0,2511.538461538461,2.0,https://www.properati.com.ar/1fnnf_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_rico-alcazar,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511.5384615384614
17655,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.601737,-58.469964",-34.601737,-58.469964,90100.0,33.0,29.0,2730.3030303030305,1.0,https://www.properati.com.ar/1fnni_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_eq3,15.0,25,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730.3030303030305
17656,2017-09-30,sell,1,|Argentina|Capital Federal|Paternal|,"-34.601737,-58.469964",-34.601737,-58.469964,133400.0,53.0,48.0,2516.981132075472,2.0,https://www.properati.com.ar/1fnnk_venta_departamento_paternal_gimnasio_parrilla_piscina_garage_amenities_asempro-propiedades_eq3,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516.9811320754716
17659,2017-10-17,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6011691,-58.4721352",-34.6011691,-58.4721352,170000.0,75.0,70.0,2266.6666666666665,2.4220193589764083,https://www.properati.com.ar/1gea8_venta_departamento_villa-general-mitre_balcon_lavadero_placard_n-f-propiedades,15.0,25,2.4220193589764083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266.6666666666665
17660,2017-10-17,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6036207,-58.4607775",-34.60362070000001,-58.4607775,131351.0,59.0,45.0,2226.2881355932204,1.5570124450562626,https://www.properati.com.ar/1geil_venta_departamento_villa-general-mitre_parrilla_piscina_sum_garage_waiman-propiedades,15.0,25,1.5570124450562626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226.2881355932204
17661,2017-10-17,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6036207,-58.4607775",-34.60362070000001,-58.4607775,84476.0,34.0,31.0,2484.5882352941176,1.072608573260981,https://www.properati.com.ar/1geip_venta_departamento_villa-general-mitre_parrilla_piscina_sum_garage_waiman-propiedades,15.0,25,1.072608573260981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484.5882352941176
17662,2017-10-17,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6036207,-58.4607775",-34.60362070000001,-58.4607775,121905.0,51.0,46.0,2390.294117647059,1.5916127216130684,https://www.properati.com.ar/1geir_venta_departamento_villa-general-mitre_parrilla_piscina_sum_garage_waiman-propiedades,15.0,25,1.5916127216130684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390.294117647059
17663,2017-10-17,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6036207,-58.4607775",-34.60362070000001,-58.4607775,133332.0,53.0,48.0,2515.698113207547,1.6608132747266802,https://www.properati.com.ar/1geit_venta_departamento_villa-general-mitre_parrilla_piscina_sum_garage_waiman-propiedades,15.0,25,1.6608132747266802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515.698113207547
17664,2017-10-17,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6036207,-58.4607775",-34.60362070000001,-58.4607775,90021.0,33.0,29.0,2727.909090909091,1.0034080201473692,https://www.properati.com.ar/1geiu_venta_departamento_villa-general-mitre_parrilla_piscina_sum_garage_waiman-propiedades,15.0,25,1.0034080201473692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2727.909090909091
17665,2017-10-17,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6036207,-58.4607775",-34.60362070000001,-58.4607775,130548.0,52.0,47.0,2510.538461538461,1.6262129981698743,https://www.properati.com.ar/1geiv_venta_departamento_villa-general-mitre_parrilla_piscina_sum_garage_waiman-propiedades,15.0,25,1.6262129981698743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510.5384615384614
17666,2017-10-17,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6036207,-58.4607775",-34.60362070000001,-58.4607775,161334.0,62.0,36.0,2602.1612903225805,1.24560995604501,https://www.properati.com.ar/1geiw_venta_departamento_villa-general-mitre_parrilla_piscina_sum_garage_waiman-propiedades,15.0,25,1.24560995604501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2602.1612903225805
17667,2017-10-17,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6036207,-58.4607775",-34.60362070000001,-58.4607775,126515.0,50.0,45.0,2530.3,1.5570124450562626,https://www.properati.com.ar/1gej8_venta_departamento_villa-general-mitre_parrilla_piscina_sum_garage_waiman-propiedades,15.0,25,1.5570124450562626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530.3
17668,2017-10-17,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6036207,-58.4607775",-34.60362070000001,-58.4607775,83016.0,33.0,28.0,2515.6363636363635,0.9688077435905634,https://www.properati.com.ar/1gej9_venta_departamento_villa-general-mitre_parrilla_piscina_sum_garage_waiman-propiedades,15.0,25,0.9688077435905634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515.6363636363635
17673,2017-10-18,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6034918418,-58.4623798163",-34.6034918418,-58.4623798163,84476.0,37.0,31.0,2283.135135135135,1.0,https://www.properati.com.ar/1h22p_venta_departamento_paternal_parrilla_piscina_sum_bryan-real-estate,15.0,25,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283.135135135135
17674,2017-10-18,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6036207,-58.4607775",-34.60362070000001,-58.4607775,159500.0,62.0,35.0,2572.5806451612907,2.0,https://www.properati.com.ar/1h2kh_venta_departamento_paternal_avda-san-martin-al-2300_balcon_parrilla_piscina_sum_garage_amenities_aire-acondicionado_cichello-negocios-inmobiliarios_ddc,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572.5806451612902
17677,2017-11-02,sell,1,|Argentina|Capital Federal|Paternal|,"-34.600186,-58.468359",-34.600186,-58.468359,185000.0,83.0,83.0,2228.9156626506024,4.0,https://www.properati.com.ar/1hp8h_venta_departamento_paternal_hidromasaje_lavadero_luminoso_lujoso_garage_apto-credito-hipotecario_re-max-norte,15.0,25,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228.9156626506024
17693,2017-11-23,sell,1,|Argentina|Capital Federal|Paternal|,"-34.5956254,-58.468062",-34.5956254,-58.468062,139000.0,67.0,63.0,2074.626865671642,3.0,https://www.properati.com.ar/1id4z_venta_departamento_paternal_lorenzo-propiedades,15.0,25,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074.626865671642
17694,2017-11-25,sell,1,|Argentina|Capital Federal|Paternal|,"-34.602398,-58.4650401",-34.602398,-58.46504010000001,91000.0,42.0,42.0,2166.6666666666665,2.0,https://www.properati.com.ar/1ifwu_venta_departamento_paternal_luminoso_otero-propiedades_f34,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166.6666666666665
17696,2017-12-05,sell,0,|Argentina|Capital Federal|Paternal|,"-34.601153,-58.4589418",-34.601153000000004,-58.4589418,93000.0,40.0,40.0,2325.0,2.0,https://www.properati.com.ar/1ijwi_venta_ph_paternal_lavadero_luminoso_apto-credito-hipotecario_netprop_hs1,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325.0
17703,2017-12-07,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6015313665,-58.4646114032",-34.6015313665,-58.464611403199996,79000.0,35.0,35.0,2257.142857142857,2.0,https://www.properati.com.ar/1iu0s_venta_departamento_paternal_balcon_lavadero_placard_apto-credito-hipotecario_clara-garcia-servicios-inmobiliarios_ere,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257.1428571428573
17706,2017-12-12,sell,1,|Argentina|Capital Federal|Paternal|,"-34.5958969,-58.4715637",-34.5958969,-58.4715637,175000.0,69.0,59.0,2536.231884057971,3.0,https://www.properati.com.ar/1iwnm_venta_departamento_paternal_balcon_luminoso_ombu-propiedades_dqs,15.0,25,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536.231884057971
17708,2017-12-18,sell,1,|Argentina|Capital Federal|Paternal|,"-34.602714,-58.4644637",-34.602714,-58.4644637,199000.0,67.0,62.0,2970.1492537313434,3.0,https://www.properati.com.ar/1j3e8_venta_departamento_paternal_balcon_suite_parrilla_sum_terraza_luminoso_garage_click-aparts_gm7,15.0,25,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970.1492537313434
17714,2018-01-18,sell,1,|Argentina|Capital Federal|Paternal|,"-34.601637,-58.469728",-34.601637,-58.469728,320000.0,132.0,93.0,2424.242424242424,4.0,https://www.properati.com.ar/1jo1l_venta_departamento_paternal_balcon_baulera_suite_parrilla_piscina_sum_luminoso_lujoso_garage_apto-credito-hipotecario_re-max-uno,15.0,25,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2424.242424242424
17716,2018-01-19,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6034898057,-58.4598164466",-34.6034898057,-58.4598164466,78000.0,35.0,31.0,2228.5714285714284,1.0,https://www.properati.com.ar/1jrj2_venta_departamento_paternal_balcon_placard_aire-acondicionado_estrenar_barrena-propiedades,15.0,25,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228.5714285714284
17717,2018-01-19,sell,1,|Argentina|Capital Federal|Paternal|,"-34.6016315,-58.4648809",-34.6016315,-58.4648809,79000.0,35.0,35.0,2257.142857142857,2.0,https://www.properati.com.ar/1jtu5_venta_departamento_paternal_lavadero_luminoso_placard_victorino-de-la-plaza_hks,15.0,25,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257.1428571428573
17718,2018-01-20,sell,0,|Argentina|Capital Federal|Agronomía|,"-34.597501,-58.477907",-34.597501,-58.477907,120000.0,60.0,60.0,2000.0,3.0,https://www.properati.com.ar/1ju0c_venta_ph_agronomia_balcon_baulera_lavadero_terraza_luminoso_re-max-zafiro,15.0,25,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0
